APN,Minority_Owned,Female_Owned,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
053 168800700,No,Yes,BL-025231,RESIDENTIAL RENTAL - TRIPLEX,Rental of Real Property,FLANDERS CHARLES N III & REGIN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,FLANDERS CHARLES N III & REGIN,1831 PRINCE ST,,BERKELEY,CA,94703,Business Owner,2243   OREGON ST,BERKELEY,CA,94705,"2243 OREGON ST
BERKELEY, CA 94705
(37.858228, -122.262197)"
054 170801000,No,Yes,BL-006067,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,CERVERIS NANCY HAYDIS,531110 - Lessors of Residential Buildings and Dwellings,L,0,Corporation,CERVERIS NANCY HAYDIS,1071 BEL MARIN KEYS BLVD,,NOVATO,CA,94949-5348,Business Owner,2721   FOREST AVE,BERKELEY,CA,94705,"2721 FOREST AVE
BERKELEY, CA 94705
(37.861454, -122.252558)"
058 217300203,No,No,BL-029001,RESTAURANT,Retail Trade,"BARNEY'S SHATTUCK, INC",711110 - Theater Companies and Dinner Theaters,R,26,,"BARNEY'S SHATTUCK, INC",1600 SHATTUCK AVE STE 112,,BERKELEY,CA,94709-1647,Business Owner,1600   SHATTUCK AVE,BERKELEY,CA,94709,"1600 SHATTUCK AVE
BERKELEY, CA 94709
(37.878113, -122.269114)"
,No,No,BL-001167,YOUTH SOCCER COACH - SPORTS ACTIVITIES,Professional SemiProfessional,SOCCER 2GETHER,611620 - Sports and Recreation Instruction,P,2,LLC,SOCCER 2GETHER,739 WOODHAVEN RAOD,,BERKELEY,CA,94708,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-007537,EXCAVATION OF UNDERGROUND PG&E PIPELINES,Construction or Contractor,TEICHERT PIPELINES INC,237110 - Water and Sewer Line and Related Structures Construction,C,0,Corporation,,3500 AMERICAN RIVER DR,,SACRAMENTO,CA,95864-5802,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
060 243803600,,,BL-013740,"CONSULTING SERVICES - ENVIRONMENT, HUMAN HEALTH & CLIMATE CHANGE ISSUES",Professional SemiProfessional,HEALTHIER CLIMATE CONSULTING,541620 - Environmental Consulting Services,P,1,Sole Ownership,HEALTHIER CLIMATE CONSULTING,1331 MCGEE AVE,,BERKELEY,CA,94703-1005,Business Owner,1331 MCGEE AVE,BERKELEY,CA,94703,"1331 MCGEE AVE
BERKELEY, CA 94703
(37.881095, -122.280418)"
,No,No,BL-000565,REPAIR & REPLACE SEWER LATERALS,Construction or Contractor,SEWER CONNECTION INC,238990 - All Other Specialty Trade Contractors,C,1,Corporation,,PO BOX 903,,PINOLE,CA,94564-0903,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
057 202400202,,,BL-016523,MENTAL HEALTHY COUNSELING,Professional SemiProfessional,THRIVEWORKS CLINICAL,621330 - Offices of Mental Health Practitioners (except Physicians),P,3,Corporation,,1000 JEFFERSON ST STE 2C,,LYNCHBURG,VA,24504-1724,Business Owner,2020 MILVIA ST 200,BERKELEY,CA,94704,"2020 MILVIA ST 200
BERKELEY, VA 94704
(37.871133, -122.270667)"
053 160901001,No,No,BL-017957,RESIDENTIAL RENTAL/12 UNITS,Rental of Real Property,SUKOFF ALBERT,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SUKOFF ALBERT,466 40TH ST,,OAKLAND,CA,94609,Business Owner,1635   JULIA ST,BERKELEY,CA,94703,"1635 JULIA ST
BERKELEY, CA 94703
(37.854658, -122.275449)"
054 170800500,,,BL-000953,RENTAL PROPERTY,Rental of Real Property,PARACAS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,PARACAS LLC,2330 ROSE ST,,BERKELEY,CA,94708-1808,Business Owner,2737 FOREST AVE,BERKELEY,CA,94705,"2737 FOREST AVE
BERKELEY, CA 94705
(37.861498, -122.251847)"
ZZZZZZZZZZZZZ,No,No,BL-043769,GENERAL CONTRACTOR,Construction or Contractor,CONSCIOUS CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,10,Corporation,,1133 OHIO AVE,,RICHMOND,CA,94804-2440,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015902,GENERAL CONSTRUCTION,Construction or Contractor,VICTOR HERNANDEZ,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,VICTOR HERNANDEZ,67 HAROLD AVE,,SAN FRANCISCO,CA,94112,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,No,No,BL-051667,INSTALL/SERVICE RESIDENTIAL SECURITY SYS,Professional SemiProfessional,XFINITY HOME SECURITY,561621 - Security Systems Services (except Locksmiths),P,0,,XFINITY HOME SECURITY,1701 JOHN F KENNEDY BLVD 32ND FLR,,PHILADELPHIA,PA,19103,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, PA 94704"
057 205001602,Yes,No,BL-025579,RESIDENTIAL RENTAL PROPERTY/3 UNITS,Rental of Real Property,CURTIS CAROL L,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,CURTIS CAROL L,1023 MIDDLEFIELD RD,,BERKELEY,CA,94708-1748,Business Owner,2005   HEARST AVE,BERKELEY,CA,94709,"2005 HEARST AVE
BERKELEY, CA 94709
(37.873633, -122.270694)"
053 168502400,No,Yes,BL-019916,RESIDENTIAL RENTAL PROPERTY 8UNITS,Rental of Real Property,MASURET SUZANNE,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,MASURET SUZANNE,5690 OCEAN VIEW DR,,OAKLAND,CA,94618-1533,Business Owner,2807   SHATTUCK AVE,BERKELEY,CA,94705,"2807 SHATTUCK AVE
BERKELEY, CA 94705
(37.858249, -122.266874)"
055 184804000,Yes,No,BL-007126,T-SHIRTS,Retail Trade,DOUGLAS KIM,315223,R,2,Sole Ownership,DOUGLAS KIM,6020 THORNHILL DR,,OAKLAND,CA,94611,Business Owner,2601   COLLEGE AVE 201,BERKELEY,CA,94704,"2601 COLLEGE AVE 201
BERKELEY, CA 94704
(37.863676, -122.253703)"
060 245100300,,,BL-014189,LANDSCAPE ARCHITECTURE,Professional SemiProfessional,CATHERINE REIBEL LANDSCAPE ARCHITECTURE,541320 - Landscape Architectural Services,P,0,Sole Ownership,CATHERINE REIBEL LANDSCAPE ARCHITECTURE,728 ENSENADA AVE,,BERKELEY,CA,947071809,Business Owner,1936 BERRYMAN ST C,BERKELEY,CA,94709,"1936 BERRYMAN ST C
BERKELEY, CA 94709
(37.883487, -122.272547)"
059 226902700,Yes,Yes,BL-051710,RENTAL PROPERTY,Rental of Real Property,MAZANDARANI BEHROUZ,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,MAZANDARANI BEHROUZ,1524 CAMPUS DR,,BERKELEY,CA,94708-2060,Business Owner,1425   M L KING JR WAY,BERKELEY,CA,94709,"1425 M L KING JR WAY
BERKELEY, CA 94709"
ZZZZZZZZZZZZZ,,,BL-015914,INSTALL HEATING & AIR CONDITIONING,Construction or Contractor,AIR MEN HEATING AND AIR CONDITIONING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Partnership,,1630 N MAIN ST APT 113,,WALNUT CREEK,CA,94596-4609,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
054 177901206,,,BL-002752,COMMERCIAL RENTAL,Rental of Real Property,PARKER STREET PROPERTIES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,PARKER STREET PROPERTIES LLC,PO BOX 8458,,EMERYVILLE,CA,94662-0458,Business Owner,1005 PARKER ST,BERKELEY,CA,94710,"1005 PARKER ST
BERKELEY, CA 94710
(37.85898, -122.290808)"
,,,BL-002917,PERMANENT PLACEMENT OF PHYSICIANS,Professional SemiProfessional,MERRITT HAWKINS & ASSOCIATES,561311 - Employment Placement Agencies,P,0,Corporation,PRESIDENT/CEO,12400 HIGH BLUFF DR STE 100,,SAN DIEGO,CA,92130-3077,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
060 242305600,,,BL-014542,SCIENTIFIC SOFTWARE COMPANY,Professional SemiProfessional,R2DIO INC,541690 - Other Scientific and Technical Consulting Services,P,2,Corporation,,1730 ADA ST,,BERKELEY,CA,94702,Business Owner,1370 ADA ST,BERKELEY,CA,94702,"1370 ADA ST
BERKELEY, CA 94702
(37.87853, -122.286308)"
ZZZZZZZZZZZZZ,No,No,BL-028716,GENERAL BUILDING CONTRACTOR,Construction or Contractor,WOOD HORSE CONSTRUCTION,236118 - Residential Remodelers,C,4,Corporation,,1628 CARLETON ST,,BERKELEY,CA,94703,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
063 295302500,,,BL-013329,CONSULTATION - PSYCHOLOGIST,Professional SemiProfessional,LULI EMMONS PHD,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,LULI EMMONS PHD,5 ACACIA AVE,,BERKELEY,CA,94708-1201,Business Owner,5 ACACIA AVE,BERKELEY,CA,94708,"5 ACACIA AVE
BERKELEY, CA 94708
(37.900527, -122.268999)"
053 167101900,,,BL-026065,RENTAL PROPERTY,Rental of Real Property,OBEID TAHER M & MOHAMED M,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,OBEID TAHER M & MOHAMED M,502 OSPERAY DRIVE,,PATTERSON,CA,95363,Business Owner,2843   SACRAMENTO ST,BERKELEY,CA,94702,"2843 SACRAMENTO ST
BERKELEY, CA 94702
(37.856295, -122.279594)"
055 190201500,Yes,Yes,BL-010486,RENTAL 8 ROOMS,Rental of Real Property,PABROS E E Z,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,PABROS E E Z,3705 LYNWOOD DR,,HIGHLAND,CA,92346,Business Owner,2450   M L KING JR WAY,BERKELEY,CA,94704,"2450 M L KING JR WAY
BERKELEY, CA 94704"
057 208500801,Yes,No,BL-039360,COMMERCIAL RENTAL PROPERTY RESTAURANT,Rental of Real Property,"1181 UNIVERSITY LTD, LLC",531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,4,Partnership,"1181 UNIVERSITY LTD, LLC",1920 CURTIS ST,,BERKELEY,CA,947021616,Business Owner,1181   UNIVERSITY AVE,BERKELEY,CA,94702,"1181 UNIVERSITY AVE
BERKELEY, CA 94702
(37.869414, -122.290121)"
056 192900100,,,BL-013960,"TEXTILE ARTS - KNITTING, EMBROIDERY, SEWING & SPIRITUAL GOODS",Retail Trade,SAGE AND NEEDLES LLC,"451130 - Sewing, Needlework, and Piece Goods Stores",R,1,LLC,SAGE AND NEEDLES LLC,2401 BYRON ST,,BERKELEY,CA,947022028,Business Owner,2401 BYRON ST,BERKELEY,CA,94702,"2401 BYRON ST
BERKELEY, CA 94702
(37.862473, -122.289019)"
054 181401900,No,No,BL-026037,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,O'HAY PHILIP/BARBARA,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,O'HAY PHILIP/BARBARA,1085 SPRUCE ST,,BERKELEY,CA,94707-2627,Business Owner,1800   DWIGHT WAY,BERKELEY,CA,94703,"1800 DWIGHT WAY
BERKELEY, CA 94703
(37.863092, -122.274125)"
056 200901500,Yes,Yes,BL-033339,RESIDENTIAL RENTAL - 4 UNITS,Rental of Real Property,CHENG SHERMAN & VIRGINIA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,CHENG SHERMAN & VIRGINIA,188 17TH AVE,,SAN FRANCISCO,CA,94121,Business Owner,2236   ROOSEVELT AVE,BERKELEY,CA,94703,"2236 ROOSEVELT AVE
BERKELEY, CA 94703
(37.867096, -122.275953)"
,,,BL-009140,BOOK SALES & COLLECTION - ONLINE,Retail Trade,ARBOLINE,451211 - Book Stores,R,0,LLC,,2342 SHATTUCK AVE # 858,,BERKELEY,CA,94704-1517,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015724,SUBCONTRACTOR-FOUNDATION PREP,Construction or Contractor,"CALIFORNIA CAISSONS & SHORING, INC",236116 - New Multifamily Housing Construction (except For-Sale Builders),C,5,Corporation,,PO BOX 18836,,SAN JOSE,CA,95158-8836,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 153503500,,,BL-009658,TEACH ONE-TO-ONE PHOTO EDUCATION,Professional SemiProfessional,BERKELEY PHOTO CENTER LLC,611699 - All Other Miscellaneous Schools and Instruction,P,1,LLC,,1629 HARMON ST,,BERKELEY,CA,94703-2621,Business Owner,1629 HARMON ST,BERKELEY,CA,94703,"1629 HARMON ST
BERKELEY, CA 94703
(37.849266, -122.274607)"
052 156308100,No,Yes,BL-051737,PSYCHOTHERAPY,Professional SemiProfessional,RUBINSTEIN TERRI,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,RUBINSTEIN TERRI,2711 ALCATRAZ AVE STE 3,,BERKELEY,CA,94705-2726,Business Owner,2711   ALCATRAZ AVE 3,BERKELEY,CA,94705,"2711 ALCATRAZ AVE 3
BERKELEY, CA 94705
(37.851402, -122.25197)"
052 153101700,No,No,BL-025398,RESIDENTIAL DESIGN,Professional SemiProfessional,BLACKBIRD DESIGNS,541310 - Architectural Services,P,1,Sole Ownership,,1818 HARMON ST,,BERKELEY,CA,94703,Business Owner,1818   HARMON ST,BERKELEY,CA,94703,"1818 HARMON ST
BERKELEY, CA 94703
(37.849586, -122.272001)"
053 167600501,,,BL-011252,RENTAL PROPERTY,Rental of Real Property,NANAK FOUNDATION TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,NANAK FOUNDATION TRUST,2649 RUSSELL ST,,BERKELEY,CA,94705-2125,Business Owner,1743 RUSSELL ST,BERKELEY,CA,94703,"1743 RUSSELL ST
BERKELEY, CA 94703
(37.855882, -122.27306)"
ZZZZZZZZZZZZZ,No,No,BL-043909,GENERAL CONTRACTOR,Construction or Contractor,INTEGRA DESIGN BUILD,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,,2321 ALVA AVE,,EL CERRITO,CA,94530-1539,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-013465,UPHOLSTERY,Business Personal Repair Svs,SUPREME INTERIORS,811420 - Reupholstery and Furniture Repair,B,1,Sole Ownership,,2800 E 8TH ST,,OAKLAND,CA,94601-1403,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
057 210300103,No,No,BL-019189,COMMERCIAL RENTAL PROPERTY WAREHOUSE 11,Rental of Real Property,DJJ & W ENTERPRISES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Partnership,DJJ & W ENTERPRISES,54 YORK DRIVE,,PIEDMONT,CA,94611,Business Owner,1805   SECOND ST A,BERKELEY,CA,94710,"1805 SECOND ST A
BERKELEY, CA 94710
(37.869015, -122.302733)"
ZZZZZZZZZZZZZ,No,No,BL-002846,TOBACCO & CANDY,Wholesale Trade,CORE-MARK INTERNATIONAL INC,424940 - Tobacco and Tobacco Product Merchant Wholesalers,W,2,Corporation,CORE-MARK INTERNATIONAL INC,1500 SOLANA BLVD STE 6150,,ROANOKE,TX,76262,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, TX 94704"
052 153201700,,,BL-005765,SELL USED RECORDS & CD'S,Retail Trade,FORD CHRISTOPHER,453310 - Used Merchandise Stores,R,0,Sole Ownership,FORD CHRISTOPHER,3979 23RD ST,,SAN FRANCISCO,CA,941143302,Business Owner,1734 ALCATRAZ AVE,BERKELEY,CA,94703,"1734 ALCATRAZ AVE
BERKELEY, CA 94703
(37.848606, -122.272458)"
053 168300100,Yes,No,BL-019651,PRODUCE MARKET,Grocer,BERKELEY BOWL MARKET,445110 - Supermarkets and Other Grocery (except Convenience) Stores,G,268,Corporation,BERKELEY BOWL MARKET,PO BOX 8458,,EMERYVILLE,CA,94662-0458,Business Owner,2020   OREGON ST,BERKELEY,CA,94703,"2020 OREGON ST
BERKELEY, CA 94703
(37.857615, -122.266965)"
,,,BL-004107,GENERAL CONSTUCTION,Construction or Contractor,SUNRISE CONSTRUCTION,236116 - New Multifamily Housing Construction (except For-Sale Builders),C,0,Sole Ownership,,1216 NEILSON ST,,BERKELEY,CA,94706-2436,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 187601500,,,BL-015224,BURGERS & SANDWICHS,Retail Trade,ENLZ BUNZ INC,445299 - All Other Specialty Food Stores,R,4,Corporation,ENLZ BUNZ INC,2518 DURANT AVE UNIT A,,BERKELEY,CA,94704-1715,Business Owner,2518 DURANT AVE A,BERKELEY,CA,94704,"2518 DURANT AVE A
BERKELEY, CA 94704
(37.867905, -122.258265)"
055 184201801,No,No,BL-023594,RESIDENTIAL RENTAL PROPERTY - 32 UNITS,Rental of Real Property,VERO PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,VERO PROPERTIES LLC,2125 DURANT AVE,,BERKELEY,CA,94704-1514,Business Owner,2515   PARKER ST,BERKELEY,CA,94704,"2515 PARKER ST
BERKELEY, CA 94704
(37.86338, -122.257434)"
057 209800500,No,No,BL-007110,ARCHITECT,Professional SemiProfessional,"STUDIO KDA, INC.",541310 - Architectural Services,P,23,Corporation,"STUDIO KDA, INC.",1810 SIXTH ST,,BERKELEY,CA,94710,Business Owner,1810   SIXTH ST,BERKELEY,CA,94710,"1810 SIXTH ST
BERKELEY, CA 94710
(37.870162, -122.298387)"
059 229301000,No,No,BL-007822,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,LASAGNA C A,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,LASAGNA C A,PO BOX 8086,,BERKELEY,CA,94707,Business Owner,1242   HOPKINS ST,BERKELEY,CA,94702,"1242 HOPKINS ST
BERKELEY, CA 94702
(37.877393, -122.289943)"
060 239208100,No,Yes,BL-038278,MUSIC EDUCATION,Professional SemiProfessional,PAPERCRANE MUSIC,611610 - Fine Arts Schools,P,1,Sole Ownership,PAPERCRANE MUSIC,PO BOX 9538,,BERKELEY,CA,94709,Business Owner,1325   SANTA FE AVE,BERKELEY,CA,94702,"1325 SANTA FE AVE
BERKELEY, CA 94702
(37.880582, -122.291226)"
059 228702901,No,No,BL-054225,MASSAGE THERAPY,Massage,FEELING BETTER: CERTIFIED MASS,812199 - Other Personal Care Services,BM,1,Sole Ownership,,461 METRO WALK WAY,,RICHMOND,CA,94801-3238,Business Owner,1611   SAN PABLO AVE 8,BERKELEY,CA,94702,"1611 SAN PABLO AVE 8
BERKELEY, CA 94702
(37.874653, -122.293863)"
058 220001000,,,BL-014894,SITDOWN RESTAURANT & SPIRITS,Retail Trade,EL TALPENSE MEXICAN RESTAURANT,722511 - Full-Service Restaurants,R,5,Corporation,EL TALPENSE MEXICAN RESTAURANT,1841 EUCLID AVE,,BERKELEY,CA,947091317,Business Owner,1841 EUCLID AVE,BERKELEY,CA,94709,"1841 EUCLID AVE
BERKELEY, CA 94709
(37.875556, -122.260238)"
059 226703900,,,BL-016298,"INDUSTRIAL DESIGN, PRODUCT DEVELOPMENT",Professional SemiProfessional,FRED SCHECHTER PRODUCT DESIGN,541420 - Industrial Design Services,P,1,Sole Ownership,,1556 MILVIA ST APT C,,BERKELEY,CA,94709-2087,Business Owner,1556 MILVIA ST C,BERKELEY,CA,94709,"1556 MILVIA ST C
BERKELEY, CA 94709
(37.878993, -122.271519)"
ZZZZZZZZZZZZZ,No,Yes,BL-044047,CONTRACTOR,Construction or Contractor,"VORTEX INDUSTRIES, INC.",238130 - Framing Contractors,C,2,Corporation,VORTEX INDUSTRIES INC.,20 ODYSSEY,,IRVINE,CA,92618,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
058 212700200,No,No,BL-051632,SOFTWARE DEVELOPMENT,Professional SemiProfessional,METRIC 7,541511 - Custom Computer Programming Services,P,0,Sole Ownership,METRIC 7,715 COVENTRY RD,,KENSINGTON,CA,94707,Business Owner,1028   VIRGINIA ST,BERKELEY,CA,94710,"1028 VIRGINIA ST
BERKELEY, CA 94710
(37.873281, -122.294339)"
053 160702900,Yes,No,BL-050243,RESIDENTAL RENTAL PROPERTY,Rental of Real Property,LIU MARK,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LIU MARK,1331 44TH AVE,,SAN FRANCISCO,CA,94122,Business Owner,1628   ASHBY AVE,BERKELEY,CA,94703,"1628 ASHBY AVE
BERKELEY, CA 94703
(37.853725, -122.275601)"
ZZZZZZZZZZZZZ,,,BL-016089,PLUMBING CONTRACTOR,Construction or Contractor,SERVICE 4 PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5,Corporation,,2258 MARINA BLVD,,SAN LEANDRO,CA,94577-3212,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
058 219400100,Yes,Yes,BL-014618,RESIDENTIAL RENTALS 4 UNITS,Rental of Real Property,YEE HAM & KING F,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEE HAM & KING F,973 CRAGMONT AVE,,BERKELEY,CA,94708,Business Owner,1652   EUCLID AVE,BERKELEY,CA,94709,"1652 EUCLID AVE
BERKELEY, CA 94709
(37.878455, -122.260847)"
057 202501001,,,BL-010142,ECOMMERCE - RESALE SOFTWARE FOR DESIGNERS,Retail Trade,NOVEDGE LLC,454111 - Electronic Shopping,R,6,LLC,NOVEDGE LLC,"2001 ADDISON ST., STE 300",,BERKELEY,CA,94704-1490,Business Owner,2001 ADDISON ST 300,BERKELEY,CA,94704,"2001 ADDISON ST 300
BERKELEY, CA 94704
(37.87091, -122.270297)"
,,,BL-005048,GENERAL CONSTRUCTION,Construction or Contractor,WESTERN CONTRACTORS,236118 - Residential Remodelers,C,1,Sole Ownership,,24042 ALICE ST,,HAYWARD,CA,94541-6416,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
058 220600901,No,No,BL-049597,FRATERNITY FOOTBALL PARKING,Non Profit Organizations,JESUIT SCHOOL OF THEOLOGY-FPRK,812930 - Parking Lots and Garages,N,4,Corporation,JESUIT SCHOOL OF THEOLOGY-FPRK,1735 LE ROY AVE,,BERKELEY,CA,94709-1115,Business Owner,1735   LE ROY AVE,BERKELEY,CA,94709,"1735 LE ROY AVE
BERKELEY, CA 94709
(37.879209, -122.258495)"
055 191303800,Yes,Yes,BL-019940,RESIDENTIAL 3 UN RENTAL PROPERTY,Rental of Real Property,WONG SHU B&K F ETAL,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,WONG SHU B&K F ETAL,1715 SOLANO AVE STE A,,ALBANY,CA,94707-2220,Business Owner,1544   CHANNING WAY,BERKELEY,CA,94703,"1544 CHANNING WAY
BERKELEY, CA 94703
(37.864268, -122.279361)"
054 174202700,,,BL-014252,MECHANIC AUTO SHOP,Business Personal Repair Svs,BERKELEY AUTO SERVICE,811111 - General Automotive Repair,B,3,Partnership,BERKELEY AUTO SERVICE,2809 SAN PABLO AVE,,BERKELEY,CA,94702-2203,Business Owner,2809 SAN PABLO AVE,BERKELEY,CA,94702,"2809 SAN PABLO AVE
BERKELEY, CA 94702
(37.855398, -122.287653)"
ZZZZZZZZZZZZZ,,,BL-015118,GENERAL CONTRACTOR,Construction or Contractor,SEGOVIA CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,,2039 GUS VILLALTA DR,,LOS BANOS,CA,93635,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 187700800,,,BL-010317,SUSHI FOOD,Retail Trade,DU 13 INC,722513 - Limited-Service Restaurants,R,4,Corporation,DU 13 INC,2521 DURANT AVE STE C,,BERKELEY,CA,947041760,Business Owner,2521 DURANT AVE C,BERKELEY,CA,94704,"2521 DURANT AVE C
BERKELEY, CA 94704
(37.867947, -122.257926)"
057 203201900,No,No,BL-012071,TEST PREPARATION EDUCATION,Professional SemiProfessional,KAPLAN EDUCATION CENTER INC,611691 - Exam Preparation and Tutoring,P,11,Corporation,KAPLAN EDUCATION CENTER INC,12735 MORRIS RD STE 260,,ALPHARETTA,GA,30004,Business Owner,150   BERKELEY SQ,BERKELEY,CA,94704,"150 BERKELEY SQ
BERKELEY, GA 94704
(37.870487, -122.268152)"
ZZZZZZZZZZZZZ,,,BL-008608,TRAFFIC CONTROL,Construction or Contractor,CITY RISE LLC,"237310 - Highway, Street, and Bridge Construction",C,15,Corporation,,686 E. LOCKEFORD ST,,LODI,CA,95240,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-009849,CONSTRUCTION: ASBESTO REMOVAL,Construction or Contractor,STERLING ENVIRONMENTAL CORPORATION,238990 - All Other Specialty Trade Contractors,C,15,Corporation,,10203 E ST,,OAKLAND,CA,94603-3131,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,Yes,Yes,BL-005021,DENTIST,Professional SemiProfessional,MEETA M DOSHI DDS PDC,621210 - Offices of Dentists,P,8,Corporation,MEETA M DOSHI DDS PDC,2999 REGENT ST STE 406,,BERKELEY,CA,94705-2119,Business Owner,2999   REGENT ST 406,BERKELEY,CA,94705,"2999 REGENT ST 406
BERKELEY, CA 94705
(37.855738, -122.256628)"
ZZZZZZZZZZZZZ,,,BL-015221,AFFORDABLE HOUSING TO BERKLEY COMMUNITY,Non Profit Organizations,COMMUNITY HOUSING DEVELOPMENT CORP OF NORTH RICHMOND,624229 - Other Community Housing Services,N,31,Corporation,COMMUNITY HOUSING DEVELOPMENT CORP OF NORTH RICHMOND,1535 FRED JACKSON WAY STE A,,RICHMOND,CA,94801-1525,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
060 245501100,,,BL-016184,LANDSCAPE ARCHITECTURAL SERVICES,Professional SemiProfessional,LANDIBLE INC,541320 - Landscape Architectural Services,P,1,Corporation,LANDIBLE INC,1400 SHATTUCK AVE STE 12 # 202,,BERKELEY,CA,94709-1411,Business Owner,1226 SHATTUCK AVE 2,BERKELEY,CA,94709,"1226 SHATTUCK AVE 2
BERKELEY, CA 94709
(37.884691, -122.269878)"
